detail_id,student_ko,student_kr,person_id,student_kr_src,student_en,student_affil,degree,pub_year,degree_ym,dept_major,advisor,지도교수_수동입력여부,title_ko,title_en,keywords,ddc,institution,pages,language,copyright,handle_uri,include_reason
000000015658,林承澤,임승택,임승택,게재검증,,,박사,2000,Feb.00,대학원 인도철학과,이지수,예,Patisambhidamagga(無碍解道)의 修行觀 硏究 : 들숨ㆍ날숨에 관한 논의(Anapanakatha)를 중심으로,,"인도철학 , 무애해도 , 수행관 , Anapanakatha , Patisambhidamagga",213.1,東國大學校 大學院,,한국어,,,dept=인도철학
000000005153,성은경,성은경,성은경,원본,,,석사,2000,Feb.00,대학원 인도철학과,이지수,예,寂護(Santaraksita)의 外境에 대한 비판 : 眞實要綱(Tattvasamgraha) 第23章 &#034;外境批判&#034;을 중심으로,,,211.6,동국대학교 대학원,,,,,dept=인도철학
000000015435,안필섭,안필섭,안필섭,원본,,,석사,2000,Feb.00,대학원 인도철학과,정승석,예,요가수트라에 수용된 초자연력의 意義,,"인도철학 , 요가수트라 , 초자연력 , supernormal power , Yoga system",181.45,동국대학교 대학원,,한국어,,,dept=인도철학
000000004054,성청환,성청환,성청환,원본,,,석사,2001,Feb.01,대학원 인도철학과,정승석,예,불교지식론의 Yogipratyaksa에 관한 연구,A study on Yogipratyaksa in the buddhist pramana school,,211.81,동국대학교 대학원,,,,,dept=인도철학
000000037283,이영진,이영진,이영진,원본,,,석사,2001,Aug.01,대학원 인도철학과,이지수,,四諦觀(catursatyapariksa)의 수행법 : 阿毘達磨俱舍論(Abhidharmakosabhasya)賢聖品 1~28송을 중심으로,A study on “the observation of the four noble truth (catursatyapariksa)&#034; in Abhidharmakosabhasyam,,181,東國大學校 大學院,165 p.,한국어,,,dept=인도철학
000000037420,정진형,정진형,정진형,원본,,,석사,2001,Feb.01,대학원 인도철학과,이지수,,힌두哲學에 있어서 manas(意)의 개념,The Concept of Manas In Hindu Philosophy,,181,동국대학교 대학원,61 p.,한국어,,,dept=인도철학
000000035938,南守榮,남수영,남수영,게재검증,,,박사,2002,Feb.02,대학원 인도철학과,정승석,,印度 佛敎의 實有 批判 硏究,A Study of the Critique on the Dravya-sat(實有) in Indian Buddhism,,181,東國大學校 大學院,272 p.,한국어,,,dept=인도철학
000000035881,白道守,백도수,백도수,게재검증,,,박사,2002,Feb.02,대학원 인도철학과,서성원,,比丘戒經(Bhikkhupatimokkhasuttam)에 대한 硏究 : 學處(Sikkhapada)의 區分과 成立理由를 中心으로,A Study on Bhikkhupatimokkhasuttam : with a special focus on the classification of Sikkhapada and the reasons for the Masterialization,,181,東國大學校 大學院,"vii, 461 p.",한국어,,,dept=인도철학
000000005385,강향숙,강향숙,강향숙,원본,,,석사,2002,Feb.02,대학원 인도철학과,정승석,,하타요가에 나타난 탄트라적 요소,The Tantric Element revealed in Ha？ha Yoga,,181.45,동국대학교 대학원,,,,,dept=인도철학
000000036072,김유미,김유미,김유미,원본,,,석사,2002,Aug.02,대학원 인도철학과,서성원,,빨리 『열반경』에 나타난 佛陀觀 硏究 : 漢譯열반경과의 比較를 중심으로,A Study of Buddhology in Mahaparinibbana Sutta(MPS) : Focus on the camparison of Pali MPS with Chinese MPS,,181,東國大學校 大學院,68 p.,한국어,,,dept=인도철학
000000005856,나혜숙,나혜숙,나혜숙,원본,,,석사,2002,Feb.02,대학원 인도철학과,이지수,예,知覺(現量)의 無分別性의 根據 : 法稱의 『量評釋(Pramanavarttika)』을 중심으로,,,211.81,동국대학교 대학원,,,,,dept=인도철학
000000005876,노정환,노정환,노정환,원본,,,석사,2002,Feb.02,대학원 인도철학과,서성원,예,Mahasatipatthana-Sutta(大念處經)의 修行觀 硏究 : 正念. 正知(sati-sampajafina)를 중심으로,A Study on the practice theory of Mah？satipatth？na-Sutta Focus on Right Mindfulness and Clear Comprehension,,213.17,동국대학교 대학원,,,,,dept=인도철학
000000005944,박문성,박문성,박문성,원본,,,석사,2003,Feb.03,대학원 인도철학과,정승석,예,Pasupata(獸主派)의 실천 원리 연구,A study on the practical principals of P？？upata,,181.45,동국대학교 대학원,,,,,dept=인도철학
000000006550,이영석,이영석,이영석,원본,,,석사,2003,Feb.03,대학원 인도철학과,이지수,예,緣(Pratyaya)의 相依相關性 연구,A Study of the Mutual-dependent Relationship of Pratyaya,,211.6,동국대학교 대학원,,,,,dept=인도철학
000000006657,이태훈,이태훈,이태훈,원본,,,석사,2003,Feb.03,대학원 인도철학과,서성원,예,쿤달리니 요가(Kundalini Yoga)에 대한 시스템 이론적 이해,System Theoretical Understanding of Kundalin？ Yoga,,181.45,동국대학교 대학원,,,,,dept=인도철학
000000006766,장재진,장재진,장재진,원본,,,석사,2003,Feb.03,대학원 인도철학과,정승석,예,Samkhya의 轉變과 運氣學의 變化 比較硏究,A pari？？ma of S？？khya and variation of Ungihak.,,181.4,동국대학교 대학원,,,,,dept=인도철학
000000006818,정선경,정선경,정선경,원본,,,석사,2003,Feb.03,대학원 인도철학과,이지수,예,王舍城(Rajagrha)結集을 중심으로 본 아난다의 位相에 관한 硏究,A Study on the Position of ？nanda in the account of R？jagrha Council,,212.4,동국대학교 대학원,,,,,dept=인도철학
000000017627,Buddhadatta Shraman,Buddhadatta Shraman,Buddhadatta Shraman,원본,,,석사,2004,Feb.04,대학원 인도철학과,이지수,예,On the types of human beings presented in the Puggalapannatti : 『人施設論』에 나타난 인간의 유형에 대하여,,"human being , 인시설론 , 인간 , 정신수행",213.34,Graduate School of the Dongguk University,,한국어,,,dept=인도철학
000000005926,박공순,박공순,박공순,원본,,,석사,2004,Feb.04,대학원 인도철학과,서성원,예,"요가 호흡 수련(Pranayama, 調息)의 의의 : 하타 요가를 중심으로",Meaning of pr？n？y？ma in the Yoga : based on the Hatha Yoga,,181.45,동국대학교 대학원,,,,,dept=인도철학
000000016394,鄭京淑,정경숙,정경숙,한자음변환,,,석사,2004,Feb.04,대학원 인도철학과,서성원,예,十事諍論(dasa vatthuni vivada)의 滅諍法 硏究,,"인도철학 , 십사쟁론 , dasa vatthuni vivada",213.2,東國大學校 大學院,,한국어,,,dept=인도철학
000000001107,김미숙,김미숙,김미숙#자이나,원본,,,박사,2005,Feb.06,대학원 인도철학과,정승석,,자이나교의 不殺生論 연구 : 修行法을 중심으로 : 수행법을 중심으로,A Study of Ahimsavada in Jainism : With Special Reference to the Method of Practice,"자이나교 , 불살생론 , 수행법",294.4,동국대학교,279,한국어,,,dept=인도철학
,김성철,김성철,김성철#유식,원본,,,박사,2005,Feb.05,대학원 인도철학과,이지수,예,초기 유가행파의 무분별지 연구,A Study on the Nirvikalpajnana in the Early Yogacaravadins,유식학; 무분별지; 유가행파,,동국대학교,,,,,NRI(국가연구자정보); dCollection미수록
000000001182,서병진,서병진,서병진,원본,,,박사,2005,Feb.06,대학원 인도철학과,김선근,,"아쇼까(Asoka, 阿育)王의 福祉思想 硏究 : 金石文을 중심으로 : 아쇼까王의 福祉思想 硏究 : 金石文을 중심으로",The Welfare Thought of Emperor Asoka,"아쇼까왕 , Asoka왕 , 아육왕 , 복지사상 , 금석문 , 사회복지사상 , 다르마",215.6,동국대학교,"v, 316",한국어,,,dept=인도철학
000000015961,강형철,강형철,강형철,원본,,,석사,2005,Feb.05,대학원 인도철학과,정승석,예,상키야의 3質(tri-guna) 硏究,,"인도철학 , 상키야 , 3질 , tri-guna , Samkhya",181.41,동국대학교 대학원,,한국어,,,dept=인도철학
000000000355,金英淑,김영숙,김영숙,한자음변환,,,석사,2005,Aug.05,대학원 인도철학과,서성원,,『阿毘達磨大毘婆沙論』에서 사마타·위빠시야나 연구,A Study on the s´amatha-vipas´yana￣ in Abhidharmamaha￣vibha￣sa￣s´a￣stra,사마타 ·위빠시야나,213.34,동국대학교,"ⅱ, 76 p.",한국어,,,dept=인도철학
000000000061,김재민,김재민,김재민,원본,,,석사,2005,Aug.05,대학원 인도철학과,정승석,,요가의 상야마(Sam.yama) 연구 : Yogasu^(-)tra와 Yoga Upanis.ad의 연관을 중심으로,A study of Sam_yama in Yoga : Focused on the relation between Yogas?tra and Yoga Upani?ad,요가,181.45,동국대학교,76,한국어,,,dept=인도철학
000000000491,백승우,백승우,백승우,원본,,,석사,2005,Aug.05,대학원 인도철학과,정승석,,Samkhya 哲學의 輪廻論 연구,A study on transmigrationism of Sam˙khya Philosophy.,상키야 철학,181.41,동국대학교,64,한국어,,,dept=인도철학
000000016109,최지연,최지연,최지연,원본,,,석사,2005,Feb.05,대학원 인도철학과,정승석,예,자이나의 구나 스타나(gunasthana) 연구,,"자이나 , 구나스타나 , gunasthana , jainism",294.4,동국대학교 대학원,,한국어,,,dept=인도철학
000000001817,黃淨一,황정일,황정일,게재검증,,,박사,2006,Aug.06,대학원 인도철학과,이지수,,說一切有部의 三世實有說 硏究 : 三世實有說에 대한 世親의 批判과 衆賢의 反論을 중심으로,A Study on the Theory that the Three Time Periods Exist in Real of Sarv&amp;#257;stiv&amp;#257;din : mainly on the Vasubandhu&#039;s criticism on the real existence of the three processes of time and Sa&amp;#7749;ghabhadra&#039;s counter-argument,"설일체유부 , 삼세실유설 , 세친 , 중현 , 작용론",213.34,동국대학교,"iii, 195 p.",한국어,,,dept=인도철학
000000026322,박문성,박문성,박문성,원본,,,박사,2007,Aug.07,대학원 인도철학과,정승석,,Prabodhacandrodaya(『깨달음 달의 출현』)의 解脫觀 연구,A Study on the theory of Mukti of Prabodhacadrodaya,"Prabodhacandrodaya , 깨달음 달의 출현 , 해탈관 , 인도철학 , 우화극",181.4,동국대학교 대학원,305 p.,한국어,,,dept=인도철학
000000026337,김동구,김동구,김동구,원본,,,석사,2007,Aug.07,대학원 인도철학과,이지수,,목샤까라굽따의 찰나멸론 연구 : Tarkabhasa의 爲他比量章을 중심으로,A study on the theory of momentariness of Moksakaragupta,"목샤까라굽따 , 찰나멸론 , 위타비량장 , Tarkabhasa , 샨따락쉬따",181.43,동국대학교 대학원,46 p.,한국어,,,dept=인도철학
000000026336,김보리,김보리,김보리,원본,,,석사,2007,Aug.07,대학원 인도철학과,황순일,,미망사학파 꾸마릴라의 창조신 비판 : Slokavarttika의 Sambandhaksepaparihara를 중심으로,Kumarila&#039;s Refutation of God as the Creator of the World : Based on the Sambandhaksepaparihara of the Slokavarttika,"미망사학파 , 꾸마릴라 , 미망사 , 베다 , 꾸마릴라 밧따",181.42,동국대학교 대학원,84 p.,한국어,,,dept=인도철학
000000002298,양경인,양경인,양경인,원본,,,석사,2007,Feb.07,대학원 인도철학과,정승석,,인도종교의 수미산 관념에 대한 연구,A Study on the Concept of Sumeru within Indian Religion.,"인도종교 , 수미산 , Concept of Sumer , Indian Religion , 종교예술",181.4,동국대학교 대학원,"ⅳ, 65 p.",한국어,,,dept=인도철학
000000028528,김경춘,김경춘,김경춘,원본,,,박사,2008,Aug.08,대학원 인도철학과,정승석,,상키야 철학에서 Purusa의 享受와 獨存,The Enjoyment and Isolation of the Purusa in the Samkhya Philosophy,"상키야 철학 , Purusa , 향수 , 독존",181.41,동국대학교,"iv, 225 p.",한국어,,,dept=인도철학
000000027214,김진영,김진영,김진영,원본,,,박사,2008,Feb.08,대학원 인도철학과,이지수,,베다제식의 신화적 구조연구 : 쁘라와르갸제(Pravargya祭)와 아슈윈(Asvin)신화를 중심으로,Analysis of the Mythic Framework of a Vedic Ritual On the Pravargya ritual and the Ashvin Myth,"베다제식 , 신화적 구조 , 쁘라와르갸제 , Pravargya祭 , 아슈윈 , Asvin",294.5921,동국대학교 대학원,201 p.,한국어,,,dept=인도철학
000000028582,沈載寬,심재관,심재관,게재검증,,,박사,2008,Aug.08,대학원 인도철학과,서성원,,전투신 스깐다(Skanda) 탄생신화의 기원과 발전 : 힌두신화연구의 한 방법론적 성찰,,"전투신 스깐다(Skanda) , 탄생신화 , 힌두신화연구",294.5925,동국대학교,172장.,한국어,,,dept=인도철학
000000027195,李榮振,이영진,이영진,게재검증,,,박사,2008,Feb.08,대학원 인도철학과,이지수,,공성기술(空性記述)의 두 형태 : 공성기술의 두 형태,The two type of the description of the emptiness(Sunyata),"공성기술 , emptiness , 삼매체험",213.35,동국대학교 대학원,226 p.,한국어,,,dept=인도철학
000000028284,朴雲珍,박운진,박운진,한자음변환,,,석사,2008,Aug.08,대학원 인도철학과,이지수,,비말라미뜨라의 「頓入無分別修義」 연구,On Vimalamitra&#039;s Cig car &#039;jug pa rnam par mi rtog pa&#039;i bsgom don,"비말라미뜨라 , 돈입무분별수의",210.9528,동국대학교,90 p.,한국어,,,dept=인도철학
000000028522,방정란,방정란,방정란,원본,,,석사,2008,Aug.08,대학원 인도철학과,정승석,,Sricakra Yantra 연구 : Srividya 수행 체계를 중심으로,A Study on Sricakra yantra in Srividya school,"Sricakra Yantra , Srividya",294.537,동국대학교,79 p.,한국어,,,dept=인도철학
000000028521,柳泫汀,유현정,유현정,한자음변환,,,석사,2008,Aug.08,대학원 인도철학과,정승석,,두르가 여신 연구 : Devimahatmya를 중심으로,A Study on the Goddess Durga in the Devimahatmya,두르가 여신,294.513,동국대학교,77 p.,한국어,,,dept=인도철학
000000031240,姜大空,강대공,강대공,게재검증,,,석사,2009,Feb.09,대학원 인도철학과,황순일,,독자부(Vatsiputriya)의 뿌드갈라(Pudgala) 연구,A Study of the Vatsiputriya’s Pudagla Theory,"독자부 , 뿌드갈라",211.1,동국대학교 대학원,68 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000031240,dept=인도철학
000000030963,김경빈,김경빈,김경빈,원본,,,석사,2009,Feb.09,대학원 인도철학과,황순일,,와이셰시까학파의 인식론에 대한 세친의 비판,Vasubandhu&#039;s comment on Vaisesika school&#039;s concept of Manas,"와이셰시까학파 , 인식론 , 세친",181.44,동국대학교 대학원,75 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000030963,dept=인도철학
000000033002,심미경,심미경,심미경,원본,,,석사,2009,Aug.09,대학원 인도철학과,김선근,,Mahasatipatthana-Sutta(大念處經)에 나타난 正見 硏究,A Study on the Samma-ditthi in Mahasatipatthana-Sutta,"Mahasatipatthana-Sutta , 대념처경 , 정견",213.11,동국대학교,"iii, 141 p.",한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000033002,dept=인도철학
000000032563,韓鎭宇,한진우,한진우,한자음변환,,,석사,2009,Aug.09,대학원 인도철학과,황순일,,들숨·날숨에 대한 사띠(Anapanasati) 수행체계 연구,A Study on the gradual stages of the Anapanasati practice,"들숨 , 날숨 , 사띠(Anapanasati)",214.8,동국대학교,95 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000032563,dept=인도철학
000000038064,심준보,심준보,심준보,원본,,,박사,2010,Feb.10,대학원 인도철학과,정승석,,쉬바파(Saiva) 일원론의 연구 : 재인식론(Pratyabhijna)을 중심으로,A Study on &amp;#346;aiva Monism : focused on Pratyabhijna,"쉬바파 , 일원론 , 재인식론",211.1,동국대학교,235장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000038064,dept=인도철학
000000038488,정경숙,정경숙,정경숙,원본,,,박사,2010,Aug.10,대학원 인도철학과,김선근,,大韓佛敎曹溪宗 標準本 『金剛經』 硏究 : 漢文 校勘과 한글 飜譯을 中心으로,A study on the standard text &lt;Vajracchedika-prajnaparamita-sutra(金剛經)&gt; of Jogye Order of Korean Buddhism : mainly on the Chinese text comparison and analysis and the Hangul text translation,"대한불교 , 조계종 , 금강경",213.13,동국대학교,337 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000038488,dept=인도철학
000000037780,孔釘模,공정모,공정모,한자음변환,,,석사,2010,Feb.10,대학원 인도철학과,김선근,,法華經의 陀羅尼 硏究 : 법화경의 다라니 연구,A Study of the Dharani in the Saddharma-pundarika-sutra,"법화경 , 다라니",213.14,동국대학교,"ii, 76장.",한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000037780,dept=인도철학
000000038062,양영순,양영순,양영순,원본,,,석사,2010,Feb.10,대학원 인도철학과,정승석,,자이나교의 一切知(sarvajnana) 사상 연구,A Study of Omniscience in Jainism,"자이나교 , 일체지사상",294.4,동국대학교,82장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000038062,dept=인도철학
000000052122,권원제,권원제,권원제,원본,,,박사,2011,Aug.11,대학원 인도철학과,황순일,,&lt;마하짯따리사까숫따(Mahacattarisaka­sutta)&gt;에 나타난 正見 연구 : 漢譯本과의 비교를 중심으로,An Investigation on the Right View (samma-ditthi) As Recorded in the Mahacattarisaka­sutta : Focusing on the Comparison of It with Its Two Chinese Versions,"마하짯따리사까숫따 , 정견",213.11,동국대학교,71장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000052122,dept=인도철학
000000051157,김승희,김승희,김승희,원본,,,박사,2011,Feb.11,대학원 인도철학과,김선근,,아유르베다(Ayurveda)와 四象醫學의 비교연구 : 체질에 따른 치료법(cikitsa)를 중심으로,A Comparative Study on Ayurveda and Four-Constitutional Medicine : mainly on treatment according to his or her constitution,"아유르베다 , 사상의학 , cikitsa",615.53,동국대학교,219 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000051157,dept=인도철학
000000052121,김지연,김지연,김지연,원본,,,석사,2011,Aug.11,대학원 인도철학과,황순일,,"경량부와 설일체유부의 표업(表業, vijnapti-karman)연구 : &lt;성업론&gt;과 &lt;순정리론&gt;을 중심으로",A Study on Vijnapti-karman(表業) of Sautrantika : Comparing Karmasiddhiprakarana and Nyayanusara,"경량부 , 설일체유부 , 표업 , 성업론 , 순정리론",213.34,동국대학교,98장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000052121,dept=인도철학
000000052137,문혜진,문혜진,문혜진,원본,,,석사,2011,Aug.11,대학원 인도철학과,황순일,,&lt;위대한 원숭이왕&gt; 자따까(Mahakapi-jataka) 연구,A Investigation on the Mahakapi-jataka,"위대한 원숭이왕 , 자따까",214.4,동국대학교,70장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000052137,dept=인도철학
000000050992,이현주,이현주,이현주,원본,,,석사,2011,Feb.11,대학원 인도철학과,황순일,,설일체유부의 無表(avijnapti) 연구 : 『구사론』 「업품」에 나타난 무표의 존재증명을 중심으로,A study of the Sarvastivadin&#039;s Avijnapti Theory,"설일체유부 , 무표 , 구사론 , 업품",213.34,동국대학교,66 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000050992,dept=인도철학
000000051384,임주영,임주영,임주영,원본,,,석사,2011,Feb.11,대학원 인도철학과,정승석,,아유르베다(Ayurveda)의 3도샤(tri-dosa)에 관한 연구,The Study of 3 Dosas(tri-dosa) in Ayurveda,"아유르베다 , 3도샤",181.4,동국대학교,94 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000051384,dept=인도철학
000000052787,김재민,김재민,김재민,원본,,,박사,2012,Feb.12,대학원 인도철학과,정승석,,Svara Yoga의 사상과 수행체계 연구,A Study of Thought and P ractice System in Svara Yoga,"Svara Yoga , 수행체계",294.543,동국대학교,"vi, 244장",한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000052787,dept=인도철학
000000052464,박종식,박종식,박종식,원본,,,석사,2012,Feb.12,대학원 인도철학과,김선근,,나라다 &lt;박띠수트라(Bhakti Sutra)&gt;의 박띠 사상 연구,A Study on Narada Bhakti Sutra&#039;s bhakti Thoughts,"나라다 , 박띠수트라 , 박띠사상",294.52,동국대학교,88장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000052464,dept=인도철학
000000054497,현승해,현승해,현승해,원본,,,석사,2012,Aug.12,대학원 인도철학과,황순일,,&lt;위두라현자 본생담(Vidhurapandita-Jataka)&gt;을 통해 본 &lt;토끼전&gt;의 불교적 이미지 연구,,"위두라현자 , 본생담 , 토끼전",217.838,동국대학교,61장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000054497,dept=인도철학
000000055199,강형철,강형철,강형철,원본,,,박사,2013,Feb.13,대학원 인도철학과,정승석,,상키야와 불교의 찰나멸에 관한 대론 연구 : -Yuktid？pik？를 중심으로,A Study on the Dispute Surrounding Momentariness between S？？khya and Buddhism,Yuktid？pik？,181,동국대학교,203장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000055199,dept=인도철학
000000056359,구자현,구자현,구자현,원본,,,석사,2013,Aug.13,대학원 인도철학과,Achim Bayer,,한국의 밀교학 연구 : 근래 연구사와 해제목록,Studies of Esoteric Buddhism in Korea: A Historical Sketch and Annotated Bibliography,"&#034;한국 밀교학 연구사&#034; , &#034;해제목록&#034;",219.6,동국대학교,135,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000056359,dept=인도철학
000000055132,김수련,김수련,김수련,원본,,,석사,2013,Feb.13,대학원 인도철학과,황순일,,"초기불교에서 자비의 悲(Karuna)에 대한 연구 : 불교, 초기불교, 자비, 悲, Karuna",A Study on Compassion (Karuna) in Early Buddhism,"불교 , 초기불교 , 자비 , 悲 , Karuna , 까루나 , 구사론 , 청정도론 , 해탈",181,동국대학교,69장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000055132,dept=인도철학
000000056245,김효원,김효원,김효원,원본,,,석사,2013,Aug.13,대학원 인도철학과,황순일,,"부파불교의 고제관(苦諦觀) 연구 : 『대비바사론』, 『구사론』, 『청정도론』을 중심으로","A Study on Early Buddhist schools’ Views of Duhkha-satya(苦諦) : With Reference to Mahavibhasasastra(大毘婆沙論), Abhidharmakosabhasya(俱舍論) and Visuddhimagga","&#034;고제&#034; , &#034;고성제&#034; , &#034;사성제&#034; , &#034;8고&#034; , &#034;3수&#034; , &#034;3고성&#034;",211.1,동국대학교,64장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000056245,dept=인도철학
000000056577,이한성,이한성,이한성,원본,,,석사,2013,Aug.13,대학원 인도철학과,황순일,,『무아상경(Anattalakkhaṇa-sutta)』에 나타난 無我 연구,A Study on the Non-Self(anattā) As Recorded in the Anattalakkhaṇa-sutta,"&#034;무아상경&#034; , &#034;Anattalakkhaṇa-sutta&#034; , &#034;무아설&#034; , &#034;비아론&#034;",211.1,동국대학교,77장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000056577,dept=인도철학
000000055012,조성오,조성오,조성오,원본,,무언,석사,2013,Feb.13,대학원 인도철학과,김호성,,잘리야 숫따(Jaliya sutta) 연구,A study on Jaliya sutta,잘리야 숫따,181,동국대학교,98장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000055012,dept=인도철학
000000056220,한재희,한재희,한재희,원본,,지화,석사,2013,Aug.13,대학원 인도철학과,황순일,,불수념(buddhanusmrti)과 대승불교의 기원 : 『반주삼매경』을 중심으로,Buddhanusmrti and the Origin of Mahayana Buddhism : Based on Pratyutpanna-buddha-sammukhavasthita-samadhi-sutra,"&#034;불수념&#034; , &#034;대승불교의 기원&#034; , &#034;반주삼매경&#034; , &#034;반주삼매&#034;",181.4,동국대학교,55장,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000056220,dept=인도철학
000000058587,김현덕,김현덕,김현덕,원본,,,박사,2014,Aug.14,대학원 인도철학과,정승석,,파니니(Pāṇini)의 명사격어미 연구 : 『아슈타댜이(Aṣṭādhyāyī)』에 규정된 비박티(vibhakti)를 중심으로 : 파니니(Panini)의 명사격어미 연구,Nominal Case-endings in the Aṣṭādhyāyī of Pāṇini,"파니니 , 비박티 , 명사격어미 , 카라카 , 범어 통사론",491.25,동국대학교,270 p.,한국어,동국대학교 논문은 저작권법에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000058587,dept=인도철학
000000057823,안필섭,안필섭,안필섭,원본,,,박사,2014,Feb.14,대학원 인도철학과,정승석,,「전철학강요」에 개설된 요가사상 연구,Yoga Philosophy in the Sarvadarśanasamgraha,"요가 , 전철학강요 , Sarvadarśanasamgraha",181.4,동국대학교,196 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000057823,dept=인도철학
000000058537,이영석,이영석,이영석,원본,,,박사,2014,Aug.14,대학원 인도철학과,이지수,,『입보리행론』의 보리심론 연구 : 입보리행론의 보리심론 연구,A Study of the Bodhicitta Theory in the Bodhicaryāvatāra,보리심,213.37,동국대학교,"iv, 392 p.",한국어,동국대학교 논문은 저작권법에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000058537,dept=인도철학
000000058804,박경미,박경미,박경미,원본,,혜향,석사,2014,Aug.14,대학원 인도철학과,황순일,,초기불교의 禪定과 智慧에 대한 연구,A Study of Dhyāna-Meditation and Discriminating Insight In the Early Buddhism.,"concentration , wisdom , liberation knowledge",181,동국대학교,"iii, 128 p.",한국어,동국대학교 논문은 저작권법에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000058804,dept=인도철학
000000058791,박현진,박현진,박현진,원본,,,석사,2014,Aug.14,대학원 인도철학과,황순일,,초기불교의 나가(Nāga)신앙 연구,Nāga Cult in Early Buddhism,"나가(Nāga) , 용왕(龍王) , 초기불교 , 나가신앙",211.1,동국대학교,62 p.,한국어,동국대학교 논문은 저작권법에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000058791,dept=인도철학
000000058806,신윤이,신윤이,신윤이,원본,,종성,석사,2014,Aug.14,대학원 인도철학과,정승석,,요가철학의 고관(苦觀)연구 : Yogasūtrabhāṣyavivaraṇa와 Yogavārttika를 중심으로 : 요가철학의 고관연구,,"duhkha , 요가 수트라 , Yogasūtrabhāṣyavivaraṇa , Yogavārttika",181.45,동국대학교,64 p.,한국어,동국대학교 논문은 저작권법에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000058806,dept=인도철학
000000057665,이견명,이견명,이견명,원본,,,석사,2014,Feb.14,대학원 인도철학과,황순일,,아쇼까왕과 제3결집의 위상에 관한 연구 : 까타왓투(kathavatthu-attakatha) 서문을 중심으로,The study on King Aśoka and the status of Third Council : centered on the preface of Kathāvatthu-aṭṭhakathā,"아쇼까왕 , 승단정화 , 까타왓투",215.6,동국대학교,78 p.,한국어,동국대학교 논문은 저작권에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000057665,dept=인도철학
000000058638,이정철,이정철,이정철,원본,,대공,석사,2014,Aug.14,대학원 인도철학과,김호성,,"왕생극락(往生極樂)관념의 성립에 대한 연구 : 생천론(生天論, Saggakathā)과 관련하여 : 왕생극락 관념의 성립에 대한 연구",A study on the Establishment of the Idea of The blissful rebirth in the Pure Land,"왕생극락 , 생천",211,동국대학교,"ii, 95 p.",한국어,동국대학교 논문은 저작권법에 의해 보호받습니다.,http://www.dcollection.net/handler/dgu/000000058638,dept=인도철학
